  "id","user_id","video_id","current_like","current_dislike","current_view","liked","disliked","created_at","updated_at"
  "1","2603","6504","483000","12000","45901496","0","0","2020-12-02 21:47:13","2020-12-02 21:47:13"
  "2","2063","5166","42073","249","6051114","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "3","2063","679","48964","452","2236041","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "4","2063","5896","2773","561","1266743","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "5","2063","4861","2554","540","490352","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "6","2063","2893","19403","969","2707725","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "7","2063","300","44414","166","4067454","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "8","2063","422","75051","324","7552043","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "9","2063","158","66138","310","801864","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "10","2063","216","7099","550","4585418","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "11","2063","559","56006","695","1645134","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "12","2063","1662","82205","201","9345632","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "13","2063","6236","98239","939","1086193","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "14","2063","370","37517","850","3086272","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "15","2063","1169","28346","918","9321923","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "16","2063","6039","42249","479","7489672","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "17","2063","5221","96435","274","3028043","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "18","2063","3765","33181","275","3894008","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "19","2063","3919","67558","322","7481629","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "20","2063","1954","56227","329","3332385","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "21","2063","4517","12397","367","7559884","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "22","2063","3338","76109","847","7943439","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "23","2063","522","72190","476","717586","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "24","2063","4244","18376","389","4734793","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "25","2063","3420","48928","395","4028458","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "26","2063","594","83996","284","4267296","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "27","2063","3269","62675","599","8986912","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "28","2063","5300","92780","620","3324437","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "29","2063","5554","70149","533","6612644","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "30","2063","4911","42363","529","615435","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "31","2063","5313","47606","429","586686","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "32","2063","1828","51048","182","3535778","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "33","2063","2152","22363","124","2387960","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "34","2063","5715","56659","859","6985372","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "35","2063","5330","41976","384","7091558","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "36","2063","4241","36943","251","7960512","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "37","2063","4959","5092","607","4028347","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "38","2063","3409","56433","701","9490917","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "39","2063","2758","44689","384","4978353","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "40","2063","2063","35724","355","6450922","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "41","2063","5480","87863","191","5666792","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "42","2063","1388","89825","385","6164263","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "43","2063","4931","28440","335","6993535","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "44","2063","6425","50161","385","5818217","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "45","2063","2269","63074","474","1073299","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "46","2063","2251","85094","770","9835871","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "47","2063","4772","55249","508","4485363","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "48","2063","4475","33941","816","1267057","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "49","2063","1586","85544","685","1906713","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "50","2063","2212","65324","363","5728859","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "51","2063","1551","23244","918","8705336","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "52","2063","743","4917","379","6409971","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "53","2063","1422","54496","488","5325501","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "54","2063","5022","76594","942","5248965","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "55","2063","6344","4449","627","5402363","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "56","2063","1338","74754","696","9686807","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "57","2063","3104","93187","420","901899","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "58","2063","508","28423","790","6957599","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "59","2063","2283","69300","154","6448677","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "60","2063","3348","2811","545","4281238","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "61","2063","1155","10836","916","5576386","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "62","2063","2541","82127","566","1705368","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "63","2063","2548","27734","913","3986864","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "64","2063","4233","73061","472","8823237","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "65","2063","5165","49416","121","3018868","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "66","2063","6251","94790","211","3748917","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "67","2063","5758","19510","217","5757988","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "68","2063","857","52730","161","4362417","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "69","2063","1311","28984","224","1213959","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "70","2063","6359","14335","862","5913051","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "71","2063","1390","6801","326","108118","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "72","2063","3930","4355","718","1178974","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "73","2063","5702","11816","177","7751023","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "74","2063","5092","90899","201","5418259","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "75","2063","842","57451","906","7714972","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "76","2063","3462","54068","940","5158570","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "77","2063","5143","51581","693","6486151","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "78","2063","4035","37947","698","4073589","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "79","2063","1339","86412","127","9541699","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "80","2063","5216","89861","510","969643","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "81","2063","3997","16063","768","9577624","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "82","2063","173","93795","593","1091287","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "83","2063","6309","65664","944","8606619","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "84","2063","5909","67072","129","8721694","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "85","2063","3096","42486","860","2784601","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "86","2063","5512","75709","897","5430433","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "87","2063","2193","25132","681","6340042","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "88","2063","3710","76722","184","2245043","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "89","2063","5336","9445","193","2550776","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "90","2063","4165","37761","137","6200199","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "91","2063","730","48191","601","6470278","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "92","2063","3066","36766","579","8518442","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "93","2063","6148","66739","197","4888440","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "94","2063","4146","83921","236","8973531","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "95","2063","4756","7565","695","8266309","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "96","2063","5355","27961","424","337493","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "97","2063","1719","81383","723","5009923","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "98","2063","5883","85033","441","7664320","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "99","2063","5735","85169","126","452912","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "100","2063","3086","90036","328","7850439","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "101","2063","2422","14471","159","7829081","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "102","2063","1092","93724","848","248009","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "103","2063","356","63744","663","5033796","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "104","2063","5981","34733","883","7659903","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "105","2063","2829","33687","477","1676658","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "106","2063","4745","22258","907","7393194","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "107","2063","5541","9744","280","443007","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "108","2063","3521","97764","913","7736188","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "109","2063","4269","56535","561","3534035","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "110","2063","4026","53730","300","3935898","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "111","2063","2622","29703","109","3985789","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "112","2063","476","34425","883","3319030","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "113","2063","2416","36729","508","7692524","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "114","2063","4285","80498","820","4119051","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "115","2063","2006","16495","880","5048773","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "116","2063","482","55264","281","4907955","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "117","2063","4010","53394","600","1908711","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "118","2063","2024","57116","135","241434","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "119","2063","5022","58352","821","9614973","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "120","2063","5061","22521","591","4585731","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "121","2063","2208","9039","358","1210904","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "122","2063","3475","83158","214","3032956","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "123","2063","3003","68808","265","6477699","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "124","2063","2653","94593","387","2201480","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "125","2063","1210","79364","363","9119756","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "126","2063","4030","78117","653","3689929","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "127","2063","66","73342","604","7444531","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "128","2063","5054","57278","633","6089449","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "129","2063","2591","44478","318","1751795","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "130","2063","4224","28787","178","3970235","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "131","2063","5572","95356","372","9344023","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "132","2063","6466","17238","199","8582927","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "133","2063","3929","62297","963","5480214","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "134","2063","2317","32522","754","2197380","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "135","2063","4741","69093","731","4810203","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "136","2063","2299","29223","443","2697056","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "137","2063","4886","75759","535","1142216","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "138","2063","5280","8796","799","9309126","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "139","2063","1259","53311","270","6030018","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "140","2063","1886","46320","865","3490787","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "141","2063","4852","96184","355","2493548","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "142","2063","4920","53411","953","6452213","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "143","2063","5382","54465","486","8186202","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "144","2063","4710","85288","328","4652942","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "145","2063","2269","34935","925","1480293","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "146","2063","3858","9759","714","3097451","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "147","2063","3867","73393","336","7188196","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "148","2063","4009","63486","905","8339717","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "149","2063","5286","10103","837","347481","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "150","2063","2572","79108","345","8185311","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "151","2063","4127","53068","607","8916657","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "152","2063","1921","42170","391","9687453","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "153","2063","6414","17270","293","7136902","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "154","2063","3638","19375","122","1120907","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "155","2063","2246","33224","476","2076798","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "156","2063","4227","39418","222","1080596","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "157","2063","3661","68406","474","6302912","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "158","2063","2539","79385","603","590966","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "159","2063","1139","5443","123","1057146","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "160","2063","1617","55345","214","3956517","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "161","2063","36","70158","834","5968768","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "162","2063","191","19942","706","2605479","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "163","2063","2982","22543","609","9959776","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "164","2063","1486","33832","247","8855453","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "165","2063","3365","41952","873","9305772","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "166","2063","1966","24798","736","3614498","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "167","2063","4882","47103","589","6056407","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "168","2063","516","47940","493","444259","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "169","2063","4647","62422","880","1227736","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "170","2063","726","57805","733","2865797","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "171","2063","762","16118","387","271782","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "172","2063","5269","77352","393","8551349","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "173","2063","6196","66877","371","554097","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "174","2063","5270","67317","244","3708903","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "175","2063","2457","21450","618","9052014","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "176","2063","4032","32041","647","7222360","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "177","2063","4532","52415","635","1353579","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "178","2063","2341","73847","105","6053231","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "179","2063","795","16349","643","685800","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "180","2063","5110","49672","530","4979363","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "181","2063","2828","85785","205","8468119","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "182","2063","4482","56371","323","9407993","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "183","2063","781","29707","718","9662596","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "184","2063","2282","38487","280","7163004","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "185","2063","3769","35832","569","806382","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "186","2063","3830","60302","501","9139655","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "187","2063","988","55669","508","7662737","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "188","2063","4466","44644","840","1397344","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "189","2063","1699","55473","365","3656069","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "190","2063","4547","20280","568","8652989","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "191","2063","113","73828","123","8378684","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "192","2063","6455","29221","276","5106678","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "193","2063","6184","33711","749","1392212","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "194","2063","3514","25472","510","489132","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "195","2063","5343","20637","730","2824788","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "196","2063","6372","45998","969","391227","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "197","2063","1720","79003","310","7883652","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "198","2063","4667","4718","290","5160710","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "199","2063","5999","8482","901","8898724","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "200","2063","3620","82636","748","9543833","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "201","2063","4415","59026","316","5991312","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "202","2063","1854","99855","394","5166645","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "203","2063","5167","29908","436","1525588","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "204","2063","2107","73387","357","6846719","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "205","2063","5970","25662","793","6068615","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "206","2063","461","11205","422","8749578","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "207","2063","1630","66490","630","2812783","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "208","2063","991","69548","209","4261244","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "209","2063","5162","85220","693","7930833","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "210","2063","545","88736","119","2164565","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "211","2063","3821","59217","361","3101233","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "212","2063","6313","52466","245","453967","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "213","2063","901","36278","561","9634033","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "214","2063","1521","22437","337","9606000","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "215","2063","5170","39641","590","5913955","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "216","2063","1969","89955","637","9794425","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "217","2063","2232","42249","451","7286450","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "218","2063","4642","50609","792","250746","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "219","2063","2230","88947","579","6565202","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "220","2063","6315","68219","591","4671223","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "221","2063","5994","18991","687","4208105","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "222","2063","2205","37283","135","8171538","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "223","2063","752","73796","684","6141778","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "224","2063","6154","43200","578","143482","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "225","2063","3952","73891","549","2473474","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "226","2063","5970","7371","942","7641839","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "227","2063","5697","75936","484","5038055","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "228","2063","3899","15035","668","2119556","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "229","2063","512","13741","759","9852842","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "230","2063","5688","29660","891","4453855","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "231","2063","6308","87988","687","7026300","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "232","2063","5657","17418","115","3900248","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "233","2063","4636","78034","511","5434009","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "234","2063","5924","84162","133","4068250","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "235","2063","218","2997","469","3431870","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "236","2063","388","73584","395","8841033","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "237","2063","5605","51657","648","7818312","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "238","2063","319","96227","415","3010425","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "239","2063","3904","46490","838","668700","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "240","2063","2358","44726","949","9636003","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "241","2063","4137","50998","399","1718318","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "242","2063","4731","6131","890","5182004","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "243","2063","5325","44052","468","6499086","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "244","2063","2502","17018","868","2076883","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "245","2063","4836","58556","405","2976012","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "246","2063","5832","66583","813","6734003","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "247","2063","2613","8022","352","690514","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "248","2063","4154","88753","667","2784461","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "249","2063","3867","24543","695","8410340","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
  "250","2063","6418","94170","423","572584","0","0","2020-12-05 23:53:24","2020-12-05 23:53:24"
